edible-poisonous,gill-spacing,stalk-shape,stalk-color-above-ring,stalk-color-below-ring,gill-color,bruised
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
edible,crowded,enlarging,white,white,pink,false
edible,close,enlarging,orange,orange,yellow,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,white,buff,false
edible,crowded,enlarging,white,white,gray,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
edible,crowded,enlarging,white,white,white,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
edible,close,enlarging,orange,orange,brown,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,enlarging,cinnamon,cinnamon,white,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
edible,crowded,enlarging,white,white,gray,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
edible,crowded,enlarging,white,white,white,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
edible,close,enlarging,orange,orange,brown,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,white,buff,false
edible,close,enlarging,white,white,white,true
edible,close,enlarging,orange,orange,brown,false
edible,crowded,enlarging,white,white,white,false
edible,crowded,enlarging,white,white,gray,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,white,buff,false
edible,close,enlarging,orange,orange,orange,false
poisonous,close,tapering,white,white,buff,false
poisonous,crowded,enlarging,yellow,yellow,yellow,false
poisonous,close,tapering,white,white,buff,false
edible,crowded,enlarging,white,white,gray,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,pink,buff,false
edible,crowded,enlarging,white,white,white,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,white,buff,false
edible,crowded,enlarging,white,white,pink,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,pink,buff,false
edible,close,enlarging,orange,orange,orange,false
edible,close,enlarging,white,white,white,true
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
edible,crowded,enlarging,white,white,white,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
edible,crowded,enlarging,white,white,pink,false
edible,crowded,enlarging,white,white,pink,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,white,buff,false
edible,close,enlarging,white,white,white,true
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,enlarging,cinnamon,cinnamon,white,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,white,buff,false
edible,crowded,enlarging,white,white,white,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
edible,crowded,enlarging,white,white,gray,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
edible,close,enlarging,brown,brown,white,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,white,buff,false
edible,close,enlarging,brown,brown,white,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
edible,crowded,enlarging,white,white,white,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,pink,buff,false
edible,close,enlarging,brown,brown,white,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
edible,close,enlarging,orange,orange,brown,false
edible,crowded,enlarging,white,white,pink,false
poisonous,close,enlarging,cinnamon,cinnamon,yellow,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
edible,close,enlarging,orange,orange,yellow,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,pink,buff,false
edible,crowded,enlarging,white,white,pink,false
edible,crowded,enlarging,white,white,white,false
edible,close,enlarging,orange,orange,yellow,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,white,buff,false
edible,crowded,enlarging,white,white,white,false
edible,crowded,enlarging,white,white,gray,false
edible,crowded,enlarging,white,white,pink,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,white,buff,false
edible,crowded,enlarging,white,white,white,false
edible,crowded,enlarging,white,white,gray,false
poisonous,close,tapering,white,white,buff,false
edible,crowded,enlarging,white,white,gray,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
edible,crowded,enlarging,white,white,pink,false
edible,crowded,enlarging,white,white,white,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,white,buff,false
edible,crowded,enlarging,white,white,gray,false
edible,crowded,enlarging,white,white,gray,false
poisonous,close,tapering,pink,white,buff,false
edible,close,enlarging,white,white,white,true
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
edible,close,enlarging,orange,orange,yellow,false
edible,close,enlarging,orange,orange,brown,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,white,buff,false
edible,crowded,enlarging,white,white,gray,false
edible,close,enlarging,orange,orange,orange,false
poisonous,close,enlarging,cinnamon,cinnamon,white,false
edible,crowded,enlarging,white,white,gray,false
edible,close,enlarging,orange,orange,brown,false
edible,close,enlarging,orange,orange,yellow,false
poisonous,close,tapering,white,pink,buff,false
edible,crowded,enlarging,white,white,pink,false
edible,crowded,enlarging,white,white,gray,false
edible,close,enlarging,orange,orange,orange,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,pink,buff,false
edible,crowded,enlarging,white,white,pink,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
edible,crowded,enlarging,white,white,white,false
edible,close,enlarging,orange,orange,yellow,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
edible,close,enlarging,orange,orange,orange,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,white,buff,false
edible,close,enlarging,white,white,white,true
poisonous,close,tapering,white,pink,buff,false
poisonous,close,enlarging,cinnamon,cinnamon,white,false
poisonous,close,tapering,white,white,buff,false
edible,crowded,enlarging,white,white,gray,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,white,buff,false
edible,close,enlarging,white,white,white,true
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
edible,close,enlarging,orange,orange,yellow,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
edible,crowded,enlarging,white,white,white,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,white,buff,false
edible,crowded,enlarging,white,white,gray,false
edible,close,enlarging,orange,orange,brown,false
poisonous,close,enlarging,cinnamon,cinnamon,white,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,pink,buff,false
edible,crowded,enlarging,white,white,gray,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,enlarging,cinnamon,cinnamon,yellow,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
edible,crowded,enlarging,white,white,pink,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,pink,buff,false
edible,crowded,enlarging,white,white,white,false
poisonous,close,enlarging,cinnamon,cinnamon,white,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,white,buff,false
edible,close,enlarging,white,white,white,true
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,white,buff,false
edible,crowded,enlarging,white,white,white,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,white,buff,false
edible,crowded,enlarging,white,white,white,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
edible,close,enlarging,orange,orange,brown,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
edible,close,enlarging,orange,orange,orange,false
edible,crowded,enlarging,white,white,pink,false
edible,close,enlarging,orange,orange,brown,false
edible,crowded,enlarging,white,white,pink,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,white,buff,false
edible,crowded,enlarging,white,white,pink,false
poisonous,close,tapering,pink,pink,buff,false
edible,crowded,enlarging,white,white,pink,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,enlarging,cinnamon,cinnamon,white,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,white,buff,false
edible,crowded,enlarging,white,white,white,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
edible,crowded,enlarging,white,white,gray,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
edible,crowded,enlarging,white,white,white,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,enlarging,cinnamon,cinnamon,yellow,false
edible,crowded,enlarging,white,white,gray,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
edible,crowded,enlarging,white,white,pink,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
edible,close,enlarging,orange,orange,yellow,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,white,buff,false
edible,close,enlarging,orange,orange,brown,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
edible,close,enlarging,white,white,white,true
edible,close,enlarging,orange,orange,brown,false
edible,crowded,enlarging,white,white,gray,false
poisonous,close,tapering,pink,pink,buff,false
edible,crowded,enlarging,white,white,white,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,white,buff,false
edible,close,enlarging,orange,orange,orange,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,white,buff,false
edible,close,enlarging,brown,brown,white,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
edible,crowded,enlarging,white,white,white,false
poisonous,close,tapering,white,pink,buff,false
edible,crowded,enlarging,white,white,pink,false
poisonous,close,tapering,pink,white,buff,false
edible,crowded,enlarging,white,white,pink,false
edible,close,enlarging,orange,orange,yellow,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
edible,crowded,enlarging,white,white,gray,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
edible,crowded,enlarging,white,white,gray,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
edible,crowded,enlarging,white,white,gray,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
edible,crowded,enlarging,white,white,white,false
edible,close,enlarging,orange,orange,yellow,false
edible,crowded,enlarging,white,white,gray,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,pink,buff,false
edible,crowded,enlarging,white,white,pink,false
poisonous,close,tapering,pink,pink,buff,false
edible,close,enlarging,orange,orange,brown,false
edible,crowded,enlarging,white,white,white,false
poisonous,close,enlarging,cinnamon,cinnamon,yellow,false
edible,crowded,enlarging,white,white,gray,false
poisonous,close,tapering,white,white,buff,false
edible,close,enlarging,orange,orange,orange,false
edible,crowded,enlarging,white,white,white,false
edible,close,enlarging,orange,orange,brown,false
edible,crowded,enlarging,white,white,pink,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
edible,close,enlarging,orange,orange,brown,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
edible,close,enlarging,orange,orange,yellow,false
edible,crowded,enlarging,white,white,white,false
edible,close,enlarging,orange,orange,orange,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
edible,close,enlarging,orange,orange,brown,false
poisonous,close,tapering,white,white,buff,false
edible,close,enlarging,orange,orange,orange,false
poisonous,close,tapering,white,pink,buff,false
edible,crowded,enlarging,white,white,pink,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
edible,crowded,enlarging,white,white,gray,false
poisonous,close,tapering,pink,white,buff,false
edible,crowded,enlarging,white,white,white,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
edible,crowded,enlarging,white,white,pink,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,enlarging,cinnamon,cinnamon,white,false
edible,crowded,enlarging,white,white,white,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
edible,crowded,enlarging,white,white,gray,false
edible,crowded,enlarging,white,white,pink,false
poisonous,close,tapering,white,white,buff,false
edible,crowded,enlarging,white,white,gray,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,white,buff,false
edible,crowded,enlarging,white,white,white,false
poisonous,close,tapering,pink,white,buff,false
edible,crowded,enlarging,white,white,white,false
poisonous,close,tapering,pink,pink,buff,false
edible,crowded,enlarging,white,white,white,false
edible,close,enlarging,orange,orange,brown,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
edible,crowded,enlarging,white,white,white,false
poisonous,close,enlarging,cinnamon,cinnamon,yellow,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,white,buff,false
edible,close,enlarging,orange,orange,orange,false
poisonous,close,tapering,pink,white,buff,false
edible,close,enlarging,brown,brown,white,false
edible,crowded,enlarging,white,white,white,false
poisonous,close,tapering,white,pink,buff,false
poisonous,crowded,enlarging,yellow,yellow,yellow,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
edible,close,enlarging,orange,orange,orange,false
edible,close,enlarging,white,white,white,true
edible,crowded,enlarging,white,white,pink,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,white,buff,false
edible,crowded,enlarging,white,white,white,false
edible,close,enlarging,orange,orange,brown,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
edible,crowded,enlarging,white,white,gray,false
poisonous,close,tapering,white,white,buff,false
edible,crowded,enlarging,white,white,gray,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,white,buff,false
edible,crowded,enlarging,white,white,pink,false
edible,crowded,enlarging,white,white,gray,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,white,buff,false
edible,crowded,enlarging,white,white,pink,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,enlarging,cinnamon,cinnamon,yellow,false
poisonous,close,tapering,white,pink,buff,false
edible,close,enlarging,orange,orange,orange,false
poisonous,close,tapering,pink,white,buff,false
edible,close,enlarging,orange,orange,yellow,false
edible,crowded,enlarging,white,white,gray,false
edible,crowded,enlarging,white,white,pink,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
edible,crowded,enlarging,white,white,gray,false
edible,crowded,enlarging,white,white,pink,false
poisonous,close,enlarging,cinnamon,cinnamon,white,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,enlarging,cinnamon,cinnamon,yellow,false
poisonous,close,tapering,pink,white,buff,false
edible,crowded,enlarging,white,white,gray,false
poisonous,close,tapering,white,pink,buff,false
edible,crowded,enlarging,white,white,pink,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
edible,crowded,enlarging,white,white,pink,false
edible,crowded,enlarging,white,white,pink,false
poisonous,close,tapering,white,pink,buff,false
edible,close,enlarging,orange,orange,brown,false
edible,close,enlarging,white,white,white,true
edible,crowded,enlarging,white,white,gray,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
edible,crowded,enlarging,white,white,pink,false
edible,crowded,enlarging,white,white,pink,false
edible,close,enlarging,white,white,white,true
edible,crowded,enlarging,white,white,white,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
edible,close,enlarging,orange,orange,orange,false
poisonous,crowded,enlarging,yellow,yellow,white,false
poisonous,close,enlarging,cinnamon,cinnamon,white,false
poisonous,close,tapering,white,white,buff,false
edible,close,enlarging,white,white,white,true
poisonous,close,tapering,pink,pink,buff,false
edible,crowded,enlarging,white,white,gray,false
edible,crowded,enlarging,white,white,pink,false
poisonous,close,tapering,pink,white,buff,false
edible,close,enlarging,orange,orange,orange,false
edible,close,enlarging,orange,orange,orange,false
edible,close,enlarging,white,white,white,true
edible,crowded,enlarging,white,white,gray,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,white,buff,false
edible,crowded,enlarging,white,white,white,false
poisonous,close,enlarging,cinnamon,cinnamon,yellow,false
poisonous,close,tapering,white,pink,buff,false
edible,close,enlarging,orange,orange,orange,false
poisonous,close,tapering,pink,white,buff,false
edible,crowded,enlarging,white,white,white,false
edible,crowded,enlarging,white,white,pink,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,white,white,buff,false
edible,crowded,enlarging,white,white,pink,false
poisonous,close,tapering,pink,pink,buff,false
edible,crowded,enlarging,white,white,gray,false
poisonous,crowded,enlarging,yellow,yellow,yellow,false
poisonous,close,tapering,white,pink,buff,false
poisonous,close,tapering,pink,pink,buff,false
edible,crowded,enlarging,white,white,gray,false
edible,close,enlarging,orange,orange,brown,false
poisonous,close,tapering,pink,pink,buff,false
edible,close,enlarging,orange,orange,orange,false
poisonous,close,tapering,pink,white,buff,false
poisonous,close,tapering,pink,pink,buff,false
poisonous,close,tapering,white,white,buff,false
edible,crowded,enlarging,white,white,pink,false
edible,close,enlarging,orange,orange,brown,false
